id,employee_id,first_date_of_week,created_at
29,83d29856-3d63-4d07-8136-bf27fda3b175,2022-04-04 00:00:00.0000000,2022-04-07 15:41:56.1400000
30,758d8647-e251-4413-aa9d-9dd8ce51bf42,2022-04-04 00:00:00.0000000,2022-04-07 15:44:12.6566667
31,797b74e7-c268-4cb8-86e9-a0f2cd40cd52,2022-04-04 00:00:00.0000000,2022-04-07 16:01:15.7100000
32,50360671-719c-4c1a-b0c4-f13071fac042,2022-04-04 00:00:00.0000000,2022-04-07 16:04:40.6233333
33,88b985ed-bbd3-4a28-ba83-7d9ae032f5a0,2022-04-04 00:00:00.0000000,2022-04-07 16:20:43.5366667
34,6267a3e3-02f1-4314-afa3-a8b7e9c6a116,2022-04-04 00:00:00.0000000,2022-04-07 16:26:13.0600000
35,849ec9cb-5c56-466a-ac51-d6dd5d08fb5f,2022-04-04 00:00:00.0000000,2022-04-07 17:54:30.3166667
36,b3bddcc0-d4f5-491b-84f5-09f01bba4889,2022-04-04 00:00:00.0000000,2022-04-07 18:28:29.4566667
37,7289b1b8-1173-45dc-b695-eba6b448a285,2022-04-04 00:00:00.0000000,2022-04-07 19:35:14.1866667
38,674bda68-e39c-42ac-bfcd-770183e14803,2022-04-04 00:00:00.0000000,2022-04-07 20:49:19.6766667
39,6763334f-bf0e-4cea-a11d-f012fd55405c,2022-04-04 00:00:00.0000000,2022-04-08 06:49:09.8633333
40,306bc563-6a04-467f-8b3c-e56872cb04c3,2022-04-04 00:00:00.0000000,2022-04-08 08:19:26.6233333
41,d43316ec-e196-451f-ae7e-950e80a87721,2022-04-04 00:00:00.0000000,2022-04-08 08:30:03.9866667
42,64343473-af43-4e08-bc20-0dc270e7464b,2022-04-04 00:00:00.0000000,2022-04-08 08:38:22.5066667
43,3d4aa90d-dc69-4d35-a9ca-2c554fd41aee,2022-04-04 00:00:00.0000000,2022-04-08 08:59:11.2666667
44,2c19a86d-a713-47d9-bf66-f48c99d8e9da,2022-04-04 00:00:00.0000000,2022-04-08 09:04:16.2500000
45,3b9c9d8a-4a13-4afe-ad68-3f7215367bd4,2022-04-04 00:00:00.0000000,2022-04-08 09:30:44.3133333
46,1d42d60e-9678-451e-84ea-dde3828c1752,2022-04-04 00:00:00.0000000,2022-04-08 09:30:47.1533333
47,6cd65e44-d6b9-49ac-8108-1ad796ae7f81,2022-04-04 00:00:00.0000000,2022-04-08 09:46:11.2133333
48,c5f8ad2f-06f7-4382-8e20-80a424a509b7,2022-04-04 00:00:00.0000000,2022-04-08 09:49:15.9166667
49,2b979654-b3ec-48cb-9313-1bac9ca814a4,2022-04-04 00:00:00.0000000,2022-04-08 09:53:20.3300000
50,2b979654-b3ec-48cb-9313-1bac9ca814a4,2022-03-28 00:00:00.0000000,2022-04-08 09:59:37.7733333
51,f1a137dc-df56-41b1-90b9-252d50998377,2022-04-04 00:00:00.0000000,2022-04-08 10:02:39.1933333
52,2cffd74f-e54d-4a75-a56e-051f091cf429,2022-04-04 00:00:00.0000000,2022-04-08 10:16:56.2400000
53,3ac85116-73fc-4c29-86bb-5dea98639807,2022-04-04 00:00:00.0000000,2022-04-08 10:21:38.1633333
54,d6d54b3f-bf33-435b-8741-7fc307ceaa7e,2022-04-04 00:00:00.0000000,2022-04-08 11:29:10.5233333
55,4e08db7c-4d5c-4830-b3af-e8473c540855,2022-04-04 00:00:00.0000000,2022-04-08 11:51:41.6066667
56,f335849a-5e75-4eb5-bc66-d70a996c8831,2022-04-04 00:00:00.0000000,2022-04-08 12:47:07.2566667
57,eec1fad1-42ca-44e2-87d2-ea1f855169e7,2022-04-04 00:00:00.0000000,2022-04-08 13:15:55.3266667
58,b9e48a9e-e378-401f-b961-212fe15e9467,2022-04-04 00:00:00.0000000,2022-04-08 13:21:18.8300000
59,9e4b1adc-7355-4873-b6a5-a25027e263c2,2022-04-04 00:00:00.0000000,2022-04-08 13:30:47.9966667
60,3f0f6ebf-fe19-4720-bbcd-43ceae41e265,2022-04-04 00:00:00.0000000,2022-04-08 13:31:50.1533333
61,3dc6a0cd-9ae3-430e-aad4-042e464d5e67,2022-04-04 00:00:00.0000000,2022-04-08 13:32:16.6133333
62,69ef6b55-48c5-491d-9dad-111a2da061b6,2022-04-04 00:00:00.0000000,2022-04-08 13:39:43.0633333
63,f5fa1d6d-84f9-48f7-8461-9dd6e0eafde2,2022-04-04 00:00:00.0000000,2022-04-08 13:58:37.8933333
64,a5902cfa-328b-429a-9357-32fdf71c0a87,2022-04-04 00:00:00.0000000,2022-04-08 14:06:21.4200000
65,f251246a-fbcb-4bf1-8055-7af570debada,2022-04-04 00:00:00.0000000,2022-04-08 14:24:42.0866667
66,240b3c21-768b-4748-99db-02df8f56957a,2022-04-04 00:00:00.0000000,2022-04-08 14:26:35.4966667
67,8d5cf862-b9f9-4a50-842f-1091bd576853,2022-04-04 00:00:00.0000000,2022-04-08 14:28:32.7466667
68,1e41a002-8fee-4ac4-b2c8-2da1cbc6b257,2022-04-04 00:00:00.0000000,2022-04-08 14:31:53.9266667
69,22094fa4-7d4b-479b-95c4-6fe009e77915,2022-04-04 00:00:00.0000000,2022-04-08 14:31:58.5600000
70,544f2709-2f43-48fb-9046-4bbad47cf6c2,2022-04-04 00:00:00.0000000,2022-04-08 14:32:11.8800000
71,ea5a4304-50f6-4650-9494-e7df231740da,2022-04-04 00:00:00.0000000,2022-04-08 14:39:12.3933333
72,c052a091-d9bb-4984-b697-05bb8a3f300c,2022-04-04 00:00:00.0000000,2022-04-08 14:42:27.5300000
73,3afdc898-19b9-401c-806c-ebaead71eea5,2022-04-04 00:00:00.0000000,2022-04-08 14:52:27.9066667
74,6c60ea0c-4a2e-40b4-9068-2af447bc782b,2022-04-04 00:00:00.0000000,2022-04-08 14:52:34.7666667
75,675a78af-03a3-4954-bd66-eb746632a941,2022-04-04 00:00:00.0000000,2022-04-08 15:00:34.9100000
76,f6dfd637-ffea-41f7-8d25-61a20b920c1c,2022-04-04 00:00:00.0000000,2022-04-08 15:04:01.5266667
77,657617e0-2c98-443c-b5a8-d13919dff729,2022-04-04 00:00:00.0000000,2022-04-08 15:05:13.6733333
78,831c0cbc-c14d-45f6-9057-5cdbe0ef3560,2022-04-04 00:00:00.0000000,2022-04-08 15:10:22.9300000
79,3cb9cd5b-2699-4139-a212-d00bb8e52fb7,2022-04-04 00:00:00.0000000,2022-04-08 15:13:14.5533333
80,cdbf15de-2293-404f-9336-8fc09c472ea9,2022-04-04 00:00:00.0000000,2022-04-08 15:16:08.8933333
81,e0cbdfb0-e912-49b7-93a1-fcef721786d3,2022-04-04 00:00:00.0000000,2022-04-08 15:19:31.4633333
82,2d1f2d43-0a71-4440-a39d-3dbe9e0430b8,2022-04-04 00:00:00.0000000,2022-04-08 15:20:36.0733333
83,6870e3b9-5362-4e5f-9f8b-f7992db340cb,2022-04-04 00:00:00.0000000,2022-04-08 15:22:31.9633333
84,7e900a65-db5e-47a3-b18d-f76abadcbccd,2022-04-04 00:00:00.0000000,2022-04-08 15:24:18.2066667
85,04dd063c-5cb2-4e45-8f94-e1fae47c1243,2022-04-04 00:00:00.0000000,2022-04-08 15:29:03.2333333
86,5464d25d-83b0-48e0-8933-782898bb8cee,2022-04-04 00:00:00.0000000,2022-04-08 15:30:10.5200000
87,60965190-9c6e-43c7-b127-f7f3d071486b,2022-04-04 00:00:00.0000000,2022-04-08 15:31:11.8300000
88,cc1b939b-4721-43c6-b7e5-a6b8e66f6fc0,2022-04-04 00:00:00.0000000,2022-04-08 15:37:44.5966667
89,c018fa7f-94b0-4e12-b6d2-30cf72421588,2022-04-04 00:00:00.0000000,2022-04-08 15:38:42.9800000
90,de35885f-bd4c-4bdc-a61e-c09ad2f45fe0,2022-04-04 00:00:00.0000000,2022-04-08 15:40:41.4333333
91,af660f4f-9784-4ee5-b8ef-cdb226dbbf5f,2022-04-04 00:00:00.0000000,2022-04-08 15:42:13.3333333
92,8570cc97-bca6-4351-ba59-9fa741a97af7,2022-04-04 00:00:00.0000000,2022-04-08 15:45:51.4866667
93,c51074ab-7aaf-4d9c-a34a-54ba463cf4d7,2022-04-04 00:00:00.0000000,2022-04-08 15:48:02.5366667
94,8f4f0496-54a8-4ad3-bd6f-54a2e2a374a5,2022-04-04 00:00:00.0000000,2022-04-08 15:53:16.0033333
95,6a19c02d-dd0d-414f-a304-ed3b9ff2ef60,2022-04-04 00:00:00.0000000,2022-04-08 15:58:21.5833333
96,8291dece-3d28-4250-b390-b01a373b993e,2022-04-04 00:00:00.0000000,2022-04-08 16:01:44.5566667
97,ed640acd-398d-45dd-b255-b612713c0dc0,2022-04-04 00:00:00.0000000,2022-04-08 16:08:46.1133333
98,785d175f-704c-4841-8926-a6a51cd04ea7,2022-04-04 00:00:00.0000000,2022-04-08 16:09:13.3866667
99,bf063e52-007d-4738-889d-09d9895e1082,2022-04-04 00:00:00.0000000,2022-04-08 16:12:10.1700000
100,5b2e3ded-e35e-4058-99fb-912ad7d32bf8,2022-04-04 00:00:00.0000000,2022-04-08 16:14:04.0266667
101,fffad7c4-1dca-4c72-a1ab-34e659cfea69,2022-04-04 00:00:00.0000000,2022-04-08 16:14:13.6133333
102,f2140977-e0b7-4c8a-831e-7b9247a3a38c,2022-04-04 00:00:00.0000000,2022-04-08 16:16:05.2166667
103,cb642d04-d8c2-4e3b-ba21-3bdcd1874382,2022-04-04 00:00:00.0000000,2022-04-08 16:17:03.9066667
104,f6177fbf-8b88-4c9d-963c-33842ffe9242,2022-04-04 00:00:00.0000000,2022-04-08 16:17:09.5866667
105,49efb18c-8e89-40dc-9e35-fcecb4b8dd12,2022-04-04 00:00:00.0000000,2022-04-08 16:25:44.5066667
106,c62007bc-c488-44eb-820e-43260ae0e882,2022-04-04 00:00:00.0000000,2022-04-08 16:32:51.4066667
107,29a5ceaa-8734-49a6-86ec-ab56987e874d,2022-04-04 00:00:00.0000000,2022-04-08 16:35:03.7200000
108,f6c96beb-26ff-4c4e-bc1e-a17c34aa6f8b,2022-04-04 00:00:00.0000000,2022-04-08 16:40:14.8800000
109,bbd9606f-13f0-4106-95db-d72ba8929ac9,2022-04-04 00:00:00.0000000,2022-04-08 16:51:00.0366667
110,f6a2957e-ff91-45f1-a5ab-829591312ac6,2022-04-04 00:00:00.0000000,2022-04-08 16:51:55.6066667
111,f45b5c5a-cfb2-47f5-a6d0-d31f049c4562,2022-04-04 00:00:00.0000000,2022-04-08 16:52:23.8533333
112,fec42d07-5499-4601-a9cd-75bd7ad6e131,2022-04-04 00:00:00.0000000,2022-04-08 17:02:32.6900000
113,85eaabd4-b743-492e-87fe-958f28395b60,2022-04-04 00:00:00.0000000,2022-04-08 17:02:44.2500000
114,ee8c5079-cdd3-450c-93d9-a9c9918b55b2,2022-04-04 00:00:00.0000000,2022-04-08 17:03:41.9400000
115,afc5107f-e2c9-4606-9438-3193727f0d7d,2022-04-04 00:00:00.0000000,2022-04-08 17:10:00.2533333
116,77764419-9156-4ea6-aef5-6aa5fdced5ad,2022-04-04 00:00:00.0000000,2022-04-08 17:10:29.3133333
117,a36dc575-7645-438c-8c6d-c0dbf55e1f2e,2022-04-04 00:00:00.0000000,2022-04-08 17:22:09.2966667
118,84996716-18fe-4d3b-8a60-27d93dfc473a,2022-04-04 00:00:00.0000000,2022-04-08 17:35:06.9233333
119,5842fc60-edc7-4289-9081-02cbf94b3ee3,2022-04-04 00:00:00.0000000,2022-04-08 17:35:21.7433333
120,96501b50-c1f7-4d3e-b7c7-64e4585b3b15,2022-04-04 00:00:00.0000000,2022-04-08 18:47:22.3833333
121,9be6806a-7d62-47c1-ae5c-19f3cd64e4b1,2022-04-04 00:00:00.0000000,2022-04-08 19:32:40.5066667
122,3bc53a91-d77c-4994-89df-a41a234ccd8b,2022-04-04 00:00:00.0000000,2022-04-08 19:33:25.4666667
123,becf958c-a882-4382-a99d-97a72e986357,2022-04-04 00:00:00.0000000,2022-04-08 19:41:57.1133333
124,aa14391c-c23c-471e-819a-8dcb4582f463,2022-04-04 00:00:00.0000000,2022-04-08 19:42:21.1500000
125,31e2066c-5bed-4147-9a50-c3440b541c8a,2022-04-04 00:00:00.0000000,2022-04-08 19:49:12.7366667
126,a3ba31b4-8817-44bb-9474-74ce1121dd15,2022-04-04 00:00:00.0000000,2022-04-08 23:28:49.4933333
127,7f535629-74f6-464e-a98d-44e9d93c59f2,2022-04-04 00:00:00.0000000,2022-04-09 08:24:00.6900000
128,9e702bcc-1e81-4780-b2f0-5620cd9a3c5e,2022-04-04 00:00:00.0000000,2022-04-09 08:28:44.3600000
129,456dfec8-1ce0-4159-8e39-9797c755d810,2022-04-04 00:00:00.0000000,2022-04-09 08:57:04.7200000
130,74bc41e3-55bd-44c0-a4a8-8396b7e1ca9b,2022-04-04 00:00:00.0000000,2022-04-09 10:57:32.4900000
131,7d0b4789-1cde-47b7-9bb6-1a1781108ada,2022-04-04 00:00:00.0000000,2022-04-09 13:55:09.6766667
132,2e065182-aeb7-4427-9f2a-8184c5a80f04,2022-04-04 00:00:00.0000000,2022-04-09 14:53:49.5166667
133,0e04ed7a-a309-4006-9104-648231078e73,2022-04-04 00:00:00.0000000,2022-04-09 15:05:12.0066667
134,7b5f6dc7-bb84-43a4-a69c-75ee795ea3d7,2022-04-04 00:00:00.0000000,2022-04-09 15:16:18.9066667
135,14aaf6c9-5a52-4a46-aae3-512ec6be0864,2022-04-04 00:00:00.0000000,2022-04-10 06:18:16.2500000
136,11977a4f-73fe-4044-a64e-7356be642deb,2022-04-04 00:00:00.0000000,2022-04-10 08:16:47.4433333
137,f45c38d3-9e05-4078-a51f-1c218df93dca,2022-04-04 00:00:00.0000000,2022-04-10 09:23:27.4433333
138,ad5af959-7735-4d0a-91c1-b2c2d5712e22,2022-04-04 00:00:00.0000000,2022-04-10 11:32:17.3366667
139,dd0f5e4a-e3c0-4c41-8edb-961fddced664,2022-04-04 00:00:00.0000000,2022-04-10 12:19:22.4000000
140,9933be05-6c35-430a-b047-8c682dcdbd37,2022-04-04 00:00:00.0000000,2022-04-10 13:30:14.2533333
141,66a89f06-a71d-4528-9734-a321483487a0,2022-04-04 00:00:00.0000000,2022-04-10 14:11:08.0266667
142,e80cb8ec-f322-4243-8734-12df5a08faa4,2022-04-04 00:00:00.0000000,2022-04-10 14:54:41.8466667
143,739678ef-4226-46a0-aebf-06e6515073db,2022-04-04 00:00:00.0000000,2022-04-10 15:04:20.0733333
144,61233c65-bb55-471a-9ff0-0b8fd3e6a7be,2022-04-04 00:00:00.0000000,2022-04-10 15:10:22.1700000
145,4dc2f87e-f720-421d-ad4c-e793da8f1804,2022-04-04 00:00:00.0000000,2022-04-10 16:25:37.8433333
146,e4d5b779-d8ac-43e7-9c5b-77ec2b391993,2022-04-04 00:00:00.0000000,2022-04-10 17:22:42.8666667
147,80765aa0-7711-4eb7-820b-d09912dfdab7,2022-04-04 00:00:00.0000000,2022-04-10 17:39:07.7266667
148,fb42b288-fc69-46d4-9ae5-9c6ad4e03876,2022-04-04 00:00:00.0000000,2022-04-10 19:53:24.8000000
149,6eb4aa54-dd2a-49c6-ab55-03fe1ec6f3cc,2022-04-04 00:00:00.0000000,2022-04-10 20:49:12.1766667
150,6fc0b992-d309-473f-9da2-95a6f030a329,2022-04-04 00:00:00.0000000,2022-04-11 05:46:53.7366667
151,9e9f3384-6ce6-4eb0-99c1-3cdfa2f82cc5,2022-04-04 00:00:00.0000000,2022-04-11 06:33:07.0233333
152,96683a0f-cfd6-4be5-868b-2129d94807b3,2022-04-04 00:00:00.0000000,2022-04-11 07:10:02.4400000
153,ebc30623-ef2a-474b-a5cd-3c88663a0474,2022-04-04 00:00:00.0000000,2022-04-11 07:16:01.1600000
154,0833984b-b115-4933-a38e-c7fe4b44d6a0,2022-04-11 00:00:00.0000000,2022-04-11 07:17:19.0466667
155,3ef4d819-b0a1-43d5-acd2-d3103ec5b7a1,2022-04-04 00:00:00.0000000,2022-04-11 07:18:19.0433333
156,51b0ef1b-1675-447d-a80f-33785309ca36,2022-04-04 00:00:00.0000000,2022-04-11 07:42:45.0100000
157,a0aa1f15-b75d-4320-8df5-a70dbfb0c9df,2022-04-04 00:00:00.0000000,2022-04-11 07:43:18.0066667
158,91b2d5fb-6390-4f60-873c-786bf58c83b7,2022-04-04 00:00:00.0000000,2022-04-11 07:52:28.2466667
159,fd0dfc11-db43-4209-af0b-4352ca53b5cf,2022-04-04 00:00:00.0000000,2022-04-11 08:09:53.3466667
160,6cf50607-f744-41ae-85e1-3139e4f46596,2022-04-04 00:00:00.0000000,2022-04-11 08:16:01.0633333
162,bcc08794-3243-4383-ad9e-6270dafa5e61,2022-04-04 00:00:00.0000000,2022-04-11 08:17:39.8433333
163,585077ac-84b6-49ba-9b42-42e32e1045f9,2022-04-04 00:00:00.0000000,2022-04-11 08:25:46.4000000
164,44518e62-f228-41fd-bd15-93818ac03139,2022-04-04 00:00:00.0000000,2022-04-11 08:33:33.6433333
165,6a4c12a4-f3f0-4b1c-a134-cc95ed03d595,2022-04-04 00:00:00.0000000,2022-04-11 08:35:14.1266667
166,3d627f07-2830-434f-a885-ffca13ac8865,2022-04-04 00:00:00.0000000,2022-04-11 08:46:47.4733333
167,dff6584f-0e91-4ef3-95c4-f10e37722c4c,2022-04-04 00:00:00.0000000,2022-04-11 08:47:32.4866667
168,a7c62b38-601c-45ca-b177-769e1eda9092,2022-04-04 00:00:00.0000000,2022-04-11 08:47:53.4700000
169,39d7ccea-dc52-4376-87c6-fd89bee875f0,2022-04-04 00:00:00.0000000,2022-04-11 08:49:07.0000000
170,2aef88a7-2fd1-41c2-bb2d-a8c243da8c1b,2022-04-11 00:00:00.0000000,2022-04-11 08:49:54.7033333
171,8bb6d42d-459c-410f-b881-6227b57242cb,2022-04-11 00:00:00.0000000,2022-04-11 08:51:27.2400000
172,06357359-620c-491f-96a0-757419679d4d,2022-04-04 00:00:00.0000000,2022-04-11 09:10:36.4433333
173,3699ac6c-9de1-441d-b7ed-bb6ba97b0097,2022-04-11 00:00:00.0000000,2022-04-11 09:13:19.8966667
174,3699ac6c-9de1-441d-b7ed-bb6ba97b0097,2022-04-04 00:00:00.0000000,2022-04-11 09:16:03.5066667
175,f734f92b-83c8-4fb5-b149-266b3fe825fc,2022-04-04 00:00:00.0000000,2022-04-11 09:17:31.7100000
176,3dbf8a5d-be9d-4e37-848d-1bb1ff8595e7,2022-04-04 00:00:00.0000000,2022-04-11 09:20:17.4466667
177,bd43af92-31a9-4c07-aed2-b6c53755fbf4,2022-04-04 00:00:00.0000000,2022-04-11 09:36:50.1033333
178,19c40048-372e-49fe-a019-3e34954e3bb2,2022-04-11 00:00:00.0000000,2022-04-11 09:51:53.9733333
179,13d58aa4-90f4-4b4b-8cbc-0dabf63c61d9,2022-04-04 00:00:00.0000000,2022-04-11 10:13:26.0100000
180,feb238a1-0125-4d0b-96f3-eb9c4ca11566,2022-04-04 00:00:00.0000000,2022-04-11 10:20:35.2666667
181,1f29c021-942b-4dca-9a40-3e725aceff5c,2022-04-04 00:00:00.0000000,2022-04-11 10:22:45.0833333
182,24812559-2da8-424e-8fba-692a6434c798,2022-04-04 00:00:00.0000000,2022-04-11 10:57:29.5100000
183,ecf5e992-f93a-4ecc-966e-3d959da8d4c6,2022-04-04 00:00:00.0000000,2022-04-11 11:21:52.6366667
184,6082b18d-b05d-4e68-aaf9-b97299664a7c,2022-04-04 00:00:00.0000000,2022-04-11 12:15:44.4366667
185,3b7bcf8d-e709-4761-8d10-6008539f1bcc,2022-04-04 00:00:00.0000000,2022-04-11 12:43:59.5833333
186,77833229-9491-47fe-8f99-04ac3e1e3a49,2022-04-04 00:00:00.0000000,2022-04-11 12:56:15.7100000
187,cb0cc284-a7b9-41fd-9b4d-ad390a67d7a6,2022-04-04 00:00:00.0000000,2022-04-11 13:19:52.8566667
189,c1b8b146-fd37-4de0-9366-efbf72a9ef66,2022-04-04 00:00:00.0000000,2022-04-11 13:48:52.0166667
190,51b8b2db-7061-4a1d-b557-06eca079df35,2022-04-04 00:00:00.0000000,2022-04-11 14:05:23.6800000
191,502e122b-781d-4a14-9992-db05d2e1803a,2022-04-04 00:00:00.0000000,2022-04-11 14:59:44.0733333
192,619b26c0-203e-48db-bb50-026c8738d00e,2022-04-04 00:00:00.0000000,2022-04-11 15:03:13.0066667
193,98a8fbcd-3aff-4c4a-bb0b-3c39d7ad2a38,2022-04-04 00:00:00.0000000,2022-04-11 15:07:07.4266667
194,4d4d18c6-0df4-4a79-aad0-c51ae5257146,2022-04-04 00:00:00.0000000,2022-04-11 15:08:07.7133333
195,327b59a9-a2c5-419e-aaf9-26061d384993,2022-04-04 00:00:00.0000000,2022-04-11 15:19:50.6800000
197,99591b4a-71d2-4279-ab40-992a855e2f76,2022-04-04 00:00:00.0000000,2022-04-11 16:21:51.2933333
198,e6194004-286b-4193-b7a6-2d5bdea9a1da,2022-04-04 00:00:00.0000000,2022-04-11 17:04:48.0833333
199,00f45192-ab10-4e74-bed1-f1fa529c4f1e,2022-04-11 00:00:00.0000000,2022-04-11 17:23:43.5200000
200,4bc2af59-365d-404b-9993-f6df280a625d,2022-04-04 00:00:00.0000000,2022-04-11 17:27:25.0100000
201,d577b1a0-8439-4915-a310-40f77f01e51d,2022-04-04 00:00:00.0000000,2022-04-11 17:39:05.5600000
202,0517b4cd-c154-4253-b322-b325e0af19cc,2022-04-04 00:00:00.0000000,2022-04-11 21:07:12.1933333
203,ab119987-582d-45b8-a160-08369f2778b8,2022-04-04 00:00:00.0000000,2022-04-12 07:30:14.5100000
204,77edc682-18f7-41a2-920a-e63cc48c499a,2022-04-04 00:00:00.0000000,2022-04-12 07:54:08.2300000
205,29a0f813-14d0-415a-a508-568b906968dc,2022-04-04 00:00:00.0000000,2022-04-12 07:59:20.0366667
206,6a4c12a4-f3f0-4b1c-a134-cc95ed03d595,2022-04-11 00:00:00.0000000,2022-04-12 09:34:31.2033333
207,66e651c9-9fa4-495a-a869-a387b2daeee2,2022-04-11 00:00:00.0000000,2022-04-12 10:31:11.5166667
208,8caa37b3-1757-483d-8e19-087b6204fabe,2022-04-04 00:00:00.0000000,2022-04-12 11:01:16.3266667
209,7e900a65-db5e-47a3-b18d-f76abadcbccd,2022-04-11 00:00:00.0000000,2022-04-12 12:40:00.8700000
210,d2bd4091-f01d-4083-be22-64bc69291df3,2022-04-04 00:00:00.0000000,2022-04-12 13:49:45.9200000
211,deac56b5-4399-4765-8590-4bb230bb9d05,2022-04-04 00:00:00.0000000,2022-04-12 14:10:21.7866667
212,3dc6a0cd-9ae3-430e-aad4-042e464d5e67,2022-04-11 00:00:00.0000000,2022-04-12 14:17:58.3766667
213,9be6806a-7d62-47c1-ae5c-19f3cd64e4b1,2022-04-11 00:00:00.0000000,2022-04-12 15:21:36.7933333
214,1448a2ae-2785-4dc9-9670-d69c1f11bfe3,2022-04-04 00:00:00.0000000,2022-04-12 15:41:41.7800000
216,a4f16016-e498-4296-81e7-15dc72aac011,2022-04-11 00:00:00.0000000,2022-04-12 16:06:09.4066667
217,fb327ecf-84bc-40e3-948e-a1ec1d112a70,2022-04-04 00:00:00.0000000,2022-04-12 16:21:37.7466667
218,1d42d60e-9678-451e-84ea-dde3828c1752,2022-04-11 00:00:00.0000000,2022-04-12 16:41:31.0033333
219,3dad7990-8c48-423a-aa45-c0b6c8ca7e06,2022-04-11 00:00:00.0000000,2022-04-12 17:00:25.4266667
220,d577b1a0-8439-4915-a310-40f77f01e51d,2022-04-11 00:00:00.0000000,2022-04-12 17:49:58.3900000
222,803230d6-59c7-4ab1-89d6-3e8e5e4cd67d,2022-04-04 00:00:00.0000000,2022-04-12 19:20:19.8666667
223,0adb4400-f7a7-405f-86c2-6d90e74073d5,2022-04-04 00:00:00.0000000,2022-04-13 08:45:11.0100000
224,fd618906-3031-44dd-80fe-ee43f18e65a4,2022-04-04 00:00:00.0000000,2022-04-13 08:45:38.2600000
225,fd618906-3031-44dd-80fe-ee43f18e65a4,2022-04-11 00:00:00.0000000,2022-04-13 08:55:54.4166667
226,f44b2a86-89c7-4071-b7a4-54cdb4c307cc,2022-04-04 00:00:00.0000000,2022-04-13 09:07:56.0600000
227,39cec17c-9cde-4eb1-9a26-b8007fefbb17,2022-04-04 00:00:00.0000000,2022-04-13 09:08:03.9933333
228,a891c44e-bd07-4ea1-9bd0-57b55dc29465,2022-04-04 00:00:00.0000000,2022-04-13 09:13:53.1366667
229,a36dc575-7645-438c-8c6d-c0dbf55e1f2e,2022-04-11 00:00:00.0000000,2022-04-13 10:03:56.8066667
230,1917c9ea-d6e2-423b-b8bf-9b73eb904915,2022-04-04 00:00:00.0000000,2022-04-13 10:28:04.8366667
231,5055e4db-e665-4230-9209-a8a64be04c35,2022-04-04 00:00:00.0000000,2022-04-13 10:52:56.6133333
