employee_id,manager_id,business_area,core_minutes,start_date,end_date,balance_minutes,created_at,updated_at,staff_number,grade
7ba04727-579f-41ab-ac86-02f5747517f9,91252307-f6d8-43ce-8721-d58c9d5fd7c5,"Operations",2220,2021-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.9033333,2022-12-20 10:40:42.7366667,"50422356","BAND 1"
108a29cf-ac47-4551-ba37-03a7dffcb321,e5df1df5-9b4f-4494-9b9a-c9955a975eab,"Operations",1110,2019-08-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.2066667,,"00500190","HEO"
c7cedaa5-92e9-4e01-b210-03cf38f382a1,547c7b48-7b8f-4d96-b191-7987b20b5fb0,"Operations",2220,2020-10-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.9833333,2022-12-20 10:40:42.8433333,"50422379","BAND 2"
6eb4aa54-dd2a-49c6-ab55-03fe1ec6f3cc,1e41a002-8fee-4ac4-b2c8-2da1cbc6b257,"Operations",2220,2022-04-25 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:31.6700000,2022-12-20 10:40:43.6133333,"50424718","BAND 1"
3dc6a0cd-9ae3-430e-aad4-042e464d5e67,6e78dbfb-b015-4fdd-8e9f-f66fb2768fb6,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.5433333,2022-12-20 10:40:42.2100000,"50422256","BAND 1"
50e42752-152e-4b1b-9ab1-0465b8352128,2390c96f-59e0-4440-84ce-e1a5efc089a5,"Operations",2220,2021-11-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.5300000,2022-05-13 13:30:54.8266667,"50425802","HEO"
77833229-9491-47fe-8f99-04ac3e1e3a49,68952415-47f0-4e81-8dcc-cb3c48a6419e,"Operations",2220,2022-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.8966667,2022-12-20 10:40:38.3300000,"00500588","BAND 3"
b64e0e58-4f12-4fa3-a28b-04b1c38ac07c,adbca095-2c1a-400b-8407-08a9582d665d,"Operations",2220,2021-10-18 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.4200000,2022-05-13 13:30:54.7800000,"50425676","AO"
dfa5981a-f026-4c9a-a911-04b32de4e3bc,7b5ef1df-008c-4ca6-93b7-95584d48454e,"Operations",2220,2021-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.7466667,2022-05-13 13:30:51.4566667,"50420522","AO"
2cffd74f-e54d-4a75-a56e-051f091cf429,302bcf75-7e55-496f-8868-8e2d44a805f7,"Operations",2220,2022-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.2600000,2022-12-20 10:40:39.9066667,"00500853","BAND 3"
125e0af0-0d41-409d-9cb9-051f544d82b5,25c916f7-40d8-4dfd-a53f-4df82db6ef7f,"Operations",2220,2020-06-15 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.6000000,2022-05-13 13:30:48.9266667,"00500734","AO"
c09bc053-2fc4-46b9-8987-057ddb20cf2f,fcf66fb7-2fbc-4785-aa54-02cd5e6b139b,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.0066667,2022-05-13 13:30:46.4566667,"00500151","EO"
c052a091-d9bb-4984-b697-05bb8a3f300c,27d5bf18-b6b2-4183-8b2e-9daa93f3a89e,"Operations",1890,2022-03-12 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.6400000,2022-12-20 10:40:43.9100000,"50425850","BAND 1"
6cab0902-9a43-4e6e-94a3-05c93ccd69b8,e5df1df5-9b4f-4494-9b9a-c9955a975eab,"Operations",2220,2022-03-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.5200000,2022-05-13 13:30:46.0700000,"00500072","HEO"
28c496a6-5562-4ac0-bc74-05e406553dfc,c897887f-78b7-4384-8648-6cfb3c11573c,"Operations",2220,2021-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.0566667,2022-05-13 13:30:49.5733333,"00500829","HEO"
4e05c734-8f0c-4b11-bfde-06932b81705f,fcf66fb7-2fbc-4785-aa54-02cd5e6b139b,"Operations",975,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.1933333,2022-05-13 13:30:48.4766667,"00500647","EO"
739678ef-4226-46a0-aebf-06e6515073db,01854807-1afd-43cf-8897-4089ca4a7bea,"Operations",2220,2022-03-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.6633333,2022-12-20 10:40:39.0933333,"00500758","BAND 1"
51b8b2db-7061-4a1d-b557-06eca079df35,8dc11007-e49a-470b-b613-1e7cec18e4f4,"Operations",2220,2020-09-18 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.2866667,2022-12-20 10:40:38.5933333,"00500668","BAND 2"
d1de5a8f-22e0-450c-9d64-071a3d20b140,484b6745-5df8-4d25-a639-71e2dee01f75,"Operations",2220,2021-07-05 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.2400000,2022-05-13 13:30:48.5066667,"00500656","SEO"
13a6b458-9a78-4d1d-89da-077ab82cb12f,8569436e-bfa5-4cc6-9410-ec20031ff8dc,"Corporate Services",1680,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.6766667,2022-05-13 13:30:46.2066667,"00500100","HEO"
a4ddbf90-0be8-4077-bc4c-07aa23af8583,e787e137-5381-4faa-a8ee-2ec899a7def8,"Operations",2220,2022-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:30.0133333,2022-12-20 10:40:42.9066667,"50422386","BAND 3"
fbc6e89f-271d-4225-829b-0828b9d312f0,777d565d-0374-4fe6-887b-a897b58fc695,"Operations",2220,2021-08-16 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.2033333,2022-05-13 13:30:54.5933333,"50425363","EO"
ab119987-582d-45b8-a160-08369f2778b8,3d4aa90d-dc69-4d35-a9ca-2c554fd41aee,"Operations",2220,2022-04-11 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.6333333,2022-12-20 10:40:40.5166667,"00500900","BAND 1"
8caa37b3-1757-483d-8e19-087b6204fabe,42382baa-5c78-41c1-bdbd-421ab612fd32,"Operations",2220,2022-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.5766667,2022-12-20 10:40:43.7966667,"50425844","BAND 1"
adbca095-2c1a-400b-8407-08a9582d665d,31fda0a2-21b2-4488-a804-f2d8e13e0848,"Operations",2220,2022-05-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.3800000,2022-05-13 13:30:46.7566667,"00500234","EO"
940d9074-1aa7-4964-b736-08b791f384a3,9aa3cb5e-61f0-4973-a91b-bbfa4f1bf05d,"Operations",1776,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.6166667,2022-05-13 13:30:51.2666667,"50410612","AO"
8916495e-b352-4c93-a529-08dc35c3170d,60965190-9c6e-43c7-b127-f7f3d071486b,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.7066667,2022-12-20 10:40:36.8600000,"00500106","BAND 3"
1c3c5401-f3f9-4f49-bf30-099c91f9b308,25c916f7-40d8-4dfd-a53f-4df82db6ef7f,"Operations",2220,2021-11-15 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.4200000,2022-05-13 13:30:54.7666667,"50425674","AO"
bf063e52-007d-4738-889d-09d9895e1082,27d5bf18-b6b2-4183-8b2e-9daa93f3a89e,"Operations",2220,2021-11-05 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.3133333,2022-12-20 10:40:43.7666667,"50425544","BAND 1"
b503509d-ceed-4af5-b7be-09dfba1a999b,055ac178-03f4-4b9d-ab20-abc8291ae7ee,"Operations",2220,2021-08-02 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.6166667,2022-05-13 13:30:51.2833333,"50410613","AO"
b3bddcc0-d4f5-491b-84f5-09f01bba4889,9e702bcc-1e81-4780-b2f0-5620cd9a3c5e,"Operations",2220,2021-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.4300000,2022-12-20 10:40:40.2066667,"00500877","BAND 3"
ef36d9fe-b0ad-407f-b60e-09ffa2a5abc3,798e6e55-0c47-4850-8a86-fc9333dd1cb5,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.4733333,2022-05-13 13:30:46.8366667,"00500254","AO"
c2f0cce0-fc25-4a29-b152-0a28b93a65fe,a0aa1f15-b75d-4320-8df5-a70dbfb0c9df,"Operations",2220,2020-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.0366667,2022-12-20 10:40:38.4366667,"00500628","BAND 3"
a22b7a9c-3ecc-4f54-acf2-0a450c8d52bb,1e8edc1b-095e-4812-af64-b049c2ed86a8,"Corporate Services",1500,2020-10-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.9433333,2022-05-13 13:30:48.2400000,"00500597","EO"
3ab866f1-5987-4a6c-b4a5-0a696fe5c36e,7ed2dd35-8539-4208-ba0d-c93f71056ec3,"Operations",2220,2020-04-02 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.1466667,,"00500178","AO"
16d7305f-a888-4b90-9327-0af02f747d2c,6cab0902-9a43-4e6e-94a3-05c93ccd69b8,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.6333333,2022-05-13 13:30:51.3166667,"50410615","EO"
1aabcf71-e8a1-46d4-b116-0af4b7d9b4a4,adbca095-2c1a-400b-8407-08a9582d665d,"Operations",2220,2021-11-22 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.6866667,,"50425902",""
cebab1ca-1d87-4108-925d-0b270d0384be,8569436e-bfa5-4cc6-9410-ec20031ff8dc,"Corporate Services",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.7100000,2022-05-13 13:30:48.0233333,"00500549","HEO"
d6a4866f-6c66-4f69-9c17-0b339bb9f338,,"Corporate Services",2220,2022-03-24 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.6000000,2022-05-13 13:30:46.1600000,"00500091","EO"
9e0c482f-274a-4560-8980-0b592b891d67,2390c96f-59e0-4440-84ce-e1a5efc089a5,"Operations",2220,2021-11-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.0666667,2022-05-13 13:30:47.2866667,"00500390","HEO"
9c8b0655-0df2-4e5b-8ef3-0b6933129611,a18b9e24-f118-4990-b6f0-a01899b1a9f1,"Operations",2220,2021-08-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:30.4666667,2022-05-13 13:30:53.2066667,"50423213","AO"
55540b18-54a9-4b17-a93a-0b719862f099,afc5107f-e2c9-4606-9438-3193727f0d7d,"Operations",2220,2022-09-13 00:00:00.0000000,,0,2022-09-12 09:20:23.7300000,2022-12-20 10:40:45.1433333,"50427472","BAND 1"
61233c65-bb55-471a-9ff0-0b8fd3e6a7be,91252307-f6d8-43ce-8721-d58c9d5fd7c5,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.3200000,2022-12-20 10:40:41.8800000,"50421702","BAND 1"
95c87bce-a5d5-4358-8d53-0bd36161d5d9,8358d97b-085b-41e4-a3e3-bb5f4522ad59,"Strategy",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.1766667,2022-05-13 13:30:46.6133333,"00500187","PL"
50c238d7-5083-463b-a228-0be1fe244b91,a18b9e24-f118-4990-b6f0-a01899b1a9f1,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.7733333,2022-05-13 13:30:48.1000000,"00500565","AO"
786f411d-5841-4919-aa8b-0c1731640fe4,9be6806a-7d62-47c1-ae5c-19f3cd64e4b1,"Operations",2220,2022-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.2266667,2022-12-20 10:40:38.5633333,"00500651","BAND 3"
65929e5b-9b24-44a3-b8f0-0cbb7195bdd5,d2bd4091-f01d-4083-be22-64bc69291df3,"Operations",2220,2022-04-08 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-05-13 13:30:55.1233333,2022-12-20 10:40:44.1866667,"50426560","APO"
a72de184-24d6-4c0e-a134-0cd143c02c1b,2cd47680-6bd6-4972-9235-7832e3641825,"Operations",2220,2021-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.8666667,2022-12-20 10:40:41.0333333,"00500940","BAND 3"
ea8f1243-e431-4f20-9ad7-0cdf947e5503,914233c8-ca07-4030-bd0a-478f17d5c963,"Strategy",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.4266667,2022-05-13 13:30:45.9866667,"00500054","EO"
13d58aa4-90f4-4b4b-8cbc-0dabf63c61d9,2e02996d-0a10-4636-858f-d1265c4e98f9,"Operations",2220,2022-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.3333333,2022-12-20 10:40:36.6300000,"00500026","BAND 3"
047a4c38-9aed-4354-896b-0dadbbf6c6d6,1ad30186-7fda-4bb2-8121-4aabad9b9054,"Operations",2220,2022-08-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.3033333,2022-12-20 10:40:38.6266667,"00500670","BAND 2"
2884551c-e01e-42f9-99ba-0dbe0fd7a201,8569436e-bfa5-4cc6-9410-ec20031ff8dc,"Corporate Services",2220,2021-08-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.5833333,2022-05-13 13:30:46.9133333,"00500280","HEO"
64343473-af43-4e08-bc20-0dc270e7464b,91252307-f6d8-43ce-8721-d58c9d5fd7c5,"Operations",2220,2020-09-07 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.9666667,2022-12-20 10:40:42.8300000,"50422371","BAND 1"
22a3410a-0ec2-4544-bf8e-0e0c2291a526,9598b921-90ab-4cec-a0cc-8ca2e44cef6e,"Operations",2220,2020-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.6466667,2022-05-13 13:30:49.0533333,"00500756","AO"
fdc78fa7-40d5-43cd-8f8d-0e51ace11a3c,,"Strategy",2220,2021-12-13 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.7500000,,"50426229",""
0470d3ea-73bd-4911-ab21-0eb5c7631eb6,d7c6cba4-9959-4afc-860f-f39f7a475754,"Strategy",2220,2021-10-04 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.3600000,,"50425654",""
6229bf88-30c8-476d-acd9-0f1f083c20ed,f5fa1d6d-84f9-48f7-8461-9dd6e0eafde2,"Operations",2220,2022-06-16 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-06-15 12:01:00.8133333,2022-12-20 10:40:44.8766667,"50427080","BAND 1"
559058d5-10a9-4811-9f95-0f256fb8b071,1b146568-fe3f-4cbc-b358-ba1a13bd414e,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.0700000,2022-05-13 13:30:50.5600000,"50410555","AO"
795b5fb4-81d9-4524-9c4f-0f7e7b968d52,a0aa1f15-b75d-4320-8df5-a70dbfb0c9df,"Operations",2220,2021-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.3200000,2022-12-20 10:40:40.0333333,"00500861","BAND 3"
8d5cf862-b9f9-4a50-842f-1091bd576853,6e78dbfb-b015-4fdd-8e9f-f66fb2768fb6,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.1800000,2022-12-20 10:40:41.7366667,"50421485","BAND 1"
508493f9-d7c1-4bd3-9ba1-10f61b6ec271,3e492258-44e2-412b-963c-4c1ebbe659aa,"Operations",2220,2022-05-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:30.9366667,2022-05-13 13:30:53.5166667,"50424136","HEO"
69ef6b55-48c5-491d-9dad-111a2da061b6,42382baa-5c78-41c1-bdbd-421ab612fd32,"Operations",2220,2022-12-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.2966667,2022-12-20 10:40:43.7366667,"50425542","BAND 1"
1380ac00-a7ce-48b5-9924-11f74df909b1,bd43af92-31a9-4c07-aed2-b6c53755fbf4,"Operations",1920,2022-05-28 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-05-13 13:30:55.2166667,2022-12-20 10:40:44.2833333,"50426904","BAND 1"
b4580bad-b27c-4925-af25-1211e9546933,66a89f06-a71d-4528-9734-a321483487a0,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.3033333,2022-12-20 10:40:37.2533333,"00500206","BAND 3"
cfdd3877-4ab9-4e58-8fd6-1270085a539a,7ed2dd35-8539-4208-ba0d-c93f71056ec3,"Operations",2220,2021-10-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.4933333,2022-05-13 13:30:50.0133333,"00500884","EO"
e80cb8ec-f322-4243-8734-12df5a08faa4,3b7bcf8d-e709-4761-8d10-6008539f1bcc,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.7400000,2022-12-20 10:40:36.8900000,"00500113","BAND 3"
954d9f33-c610-408c-8e68-12f6b061754b,cebab1ca-1d87-4108-925d-0b270d0384be,"Corporate Services",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:27.6966667,2022-05-13 13:30:50.2166667,"00500914","EO"
518946ca-63dd-4f3b-a53a-13b9994e91d9,51b0ef1b-1675-447d-a80f-33785309ca36,"Operations",2220,2020-10-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:30.3100000,2022-12-20 10:40:43.2500000,"50423075","BAND 3"
0331be67-e7f0-4b04-9ee6-13cb19f27d03,0c0b6a23-3c76-45e3-939f-ca70f595df98,"Corporate Services",2220,2021-11-19 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.7033333,,"50425932",""
de05f200-f14d-4fe1-9524-13d2b29e3f12,a24fa9ea-5ac7-41df-84fc-3646340f16e3,"Operations",2220,2021-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:30.4500000,2022-05-13 13:30:53.1900000,"50423211","AO"
22718fbd-f068-42e9-a912-13ee6bdf9f42,28c496a6-5562-4ac0-bc74-05e406553dfc,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.3533333,2022-05-13 13:30:50.9400000,"50410577","EO"
319b043b-33eb-4dd7-a194-1446e63cf38f,4a6987ae-86ef-4f8e-b606-3eb3775496b4,"Corporate Services",1776,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.3666667,2022-05-13 13:30:47.6633333,"00500488","HEO"
7e321d3f-968d-4a6e-a830-14647e0f9ca4,798e6e55-0c47-4850-8a86-fc9333dd1cb5,"Operations",1200,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:23.8500000,2022-05-13 13:30:46.3166667,"00500126","AO"
19f3559a-977d-44bc-bb8d-148c3dc7cf75,302bcf75-7e55-496f-8868-8e2d44a805f7,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.3200000,2022-12-20 10:40:38.6566667,"00500673","BAND 3"
cd8d3f18-b3a4-4309-adec-14f4610c56f7,991ce320-414a-440b-aac4-94ad85ecb3ea,"Operations",2220,2020-06-15 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.6033333,2022-05-13 13:30:51.2200000,"50410606","AO"
baaa319a-3d2e-4ad5-ad2a-1513bade78da,6cab0902-9a43-4e6e-94a3-05c93ccd69b8,"Operations",1200,2022-02-14 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:31.4366667,2022-05-13 13:30:53.9066667,"50424419","AO"
eadbee4a-dc79-4669-a7b9-151e1ec6a046,85efe3f5-935f-4071-a798-5ea709510642,"Operations",2220,2020-11-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:26.0233333,2022-12-20 10:40:38.3766667,"00500623","BAND 3"
a4f16016-e498-4296-81e7-15dc72aac011,f6dfd637-ffea-41f7-8d25-61a20b920c1c,"Operations",2220,2020-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.2066667,2022-12-20 10:40:37.1866667,"00500193","BAND 1"
ce4fe7c8-8aa6-4ee8-95ac-16117c73006a,869781dc-5129-40c6-b13f-20ea805d1898,"Strategy",2220,2021-03-29 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.2133333,2022-05-13 13:30:50.6666667,"50410563","EO"
b9f2dcb7-f50c-4759-95b3-173d80cb03a7,afd3b04b-96ed-4136-99a0-e91026539f88,"Operations",1776,2021-05-03 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.5133333,2022-05-13 13:30:47.9266667,"00500528","G7"
5d9147fa-49ad-4a31-a5e1-17cf3e2f73c0,f67ca2fd-d700-4f09-ae63-95ec0fbc890f,"Operations",1350,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:25.9600000,2022-05-13 13:30:48.2600000,"00500600","HEO"
1a6034fe-a88e-4b2b-ab8c-1884853f2a06,2e02996d-0a10-4636-858f-d1265c4e98f9,"Operations",2220,2021-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:24.3966667,2022-12-20 10:40:37.3133333,"00500235","BAND 2"
94cc55eb-3328-4a56-88b1-18d3a66bef50,17869c31-3eec-47f0-8056-ae15e1a011c3,"Operations",1530,2022-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.3900000,2022-05-13 13:30:54.7500000,"50425672","AO"
74d145aa-139e-4c9c-adca-18f5f0021566,42823a2a-0487-4e53-9762-47541e81dd33,"Operations",2220,2022-03-28 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:32.3900000,2022-05-13 13:30:54.7333333,"50425668","AO"
ba8e5a61-b11c-4c60-a2cd-1920a47cd88e,055ac178-03f4-4b9d-ab20-abc8291ae7ee,"Operations",1080,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.1666667,2022-05-13 13:30:50.6366667,"50410560","AO"
d31362e2-2e5e-49d0-a7fa-19449a240435,869781dc-5129-40c6-b13f-20ea805d1898,"Strategy",2220,2021-01-04 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:31.4200000,2022-05-13 13:30:53.8766667,"50424414","EO"
5cc5c07d-1d8d-4540-b47b-19ed78b446b3,42823a2a-0487-4e53-9762-47541e81dd33,"Operations",2220,2021-07-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:29.2600000,2022-05-13 13:30:51.9400000,"50421635","AO"
0857e44f-b222-4048-9835-19f39273c821,1b146568-fe3f-4cbc-b358-ba1a13bd414e,"Operations",2220,2020-04-01 00:00:00.0000000,9999-12-31 00:00:00.0000000,0,2022-03-31 14:07:28.2766667,2022-05-13 13:30:50.8166667,"50410570","AO"
